quantity,omega,cool_off_period,shadowed_avoidance_radius,illuminated_avoidance_radius,dummy
7.78987663649022,19.9067724219595,3.67492943056501,0.0418037666960691,0.218218211609011,0.853723067358996
6.98987663649023,19.2913878065749,3.98262173825732,0.0371883820806845,0.292064365455164,0.879876913512842
6.18987663649022,18.6760031911903,4.29031404594963,0.0325729974652998,0.234089480698682,0.906030759666688
5.38987663649022,18.0606185758057,4.59800635364193,0.0279576128499153,0.160243326852528,0.932184605820534
4.58987663649023,17.445233960421,4.90569866133424,0.0233422282345306,0.0863971730063742,0.958338451974381
3.78987663649022,16.8298493450364,5.21339096902655,0.018726843619146,0.0125510191602201,0.984492298128227
2.98987663649023,16.2144647296518,5.52108327671886,0.0141114590037614,0.0612951346859336,0.989353855717928
2.18987663649023,15.5990801142672,5.82877558441116,0.00949607438837679,0.135141288532087,0.963200009564081
2.61012336350977,15.0163045011174,6.13646789210347,0.00488068977299219,0.208987442378241,0.937046163410235
3.41012336350977,15.631689116502,6.44416019979578,0.000265305157607995,0.282833596224395,0.910892317256389
4.21012336350977,16.2470737318867,6.75185250748809,0.00435007945777706,0.243320249929451,0.884738471102542
5.01012336350977,16.8624583472713,7.05954481518039,0.00896546407316167,0.169474096083297,0.858584624948696
5.81012336350978,17.4778429626559,7.3672371228727,0.0135808486885463,0.0956279422371433,0.83243077879485
6.61012336350977,18.0932275780405,7.67492943056501,0.0181962333039309,0.0217817883909894,0.806276932641004
7.41012336350977,18.7086121934251,7.98262173825732,0.0228116179193155,0.0520643654551643,0.780123086487158
8.21012336350977,19.3239968088097,8.29031404594962,0.0274270025347001,0.125910519301318,0.753969240333312
9.01012336350978,19.9393814241943,8.59800635364193,0.0320423871500847,0.199756673147472,0.727815394179466
9.81012336350977,20.554766039579,8.90569866133424,0.0366577717654694,0.273602826993626,0.701661548025619
10.6101233635098,21.1701506549636,9.21339096902655,0.041273156380854,0.25255101916022,0.675507701871773
11.4101233635098,21.7855352703482,9.52108327671885,0.0458885409962386,0.178704865314066,0.649353855717927
12.2101233635098,22.4009198857328,9.82877558441116,0.0505039256116232,0.104858711467913,0.623200009564081
13.0101233635098,23.0163045011174,9.86353210789653,0.0551193102270078,0.0310125576217587,0.597046163410235
13.8101233635098,23.631689116502,9.55583980020422,0.0597346948423924,0.0428335962243952,0.570892317256389
14.6101233635098,24.2470737318867,9.24814749251191,0.064350079457777,0.116679750070549,0.544738471102542
15.4101233635098,24.8624583472713,8.94045518481961,0.0689654640731617,0.190525903916703,0.518584624948696
16.2101233635098,25.4778429626559,8.6327628771273,0.0735808486885463,0.264372057762857,0.49243077879485
17.0101233635098,26.0932275780405,8.32507056943499,0.0781962333039309,0.261781788390989,0.466276932641004
17.8101233635098,26.7086121934251,8.01737826174268,0.0828116179193155,0.187935634544836,0.440123086487158
18.6101233635098,27.3239968088097,7.70968595405038,0.0874270025347001,0.114089480698682,0.413969240333312
19.4101233635098,27.9393814241943,7.40199364635807,0.0920423871500847,0.0402433268525279,0.387815394179466
20.2101233635098,28.554766039579,7.09430133866576,0.0966577717654694,0.0336028269936259,0.36166154802562
21.0101233635098,29.1701506549636,6.78660903097345,0.101273156380854,0.10744898083978,0.335507701871773
21.8101233635098,29.7855352703482,6.47891672328115,0.105888540996239,0.181295134685934,0.309353855717927
22.6101233635098,30.4009198857328,6.17122441558884,0.110503925611623,0.255141288532087,0.283200009564081
23.4101233635098,31.0163045011174,5.86353210789653,0.115119310227008,0.271012557621759,0.257046163410235
24.2101233635098,31.631689116502,5.55583980020422,0.119734694842392,0.197166403775605,0.230892317256389
25.0101233635098,32.2470737318867,5.24814749251192,0.124350079457777,0.123320249929451,0.204738471102543
25.8101233635098,32.8624583472713,4.94045518481961,0.128965464073162,0.0494740960832972,0.178584624948696
26.6101233635098,33.4778429626559,4.6327628771273,0.133580848688546,0.0243720577628566,0.152430778794852
27.4101233635098,34.0932275780405,4.32507056943499,0.138196233303931,0.0982182116090105,0.173723067358996
27.7898766364902,34.7086121934251,4.01737826174268,0.142811617919315,0.172064365455164,0.199876913512842
26.9898766364902,34.6760031911903,3.70968595405037,0.1474270025347,0.245910519301318,0.226030759666688
26.1898766364902,34.0606185758057,3.40199364635807,0.147957612849915,0.280243326852528,0.252184605820534
25.3898766364902,33.445233960421,3.09430133866576,0.143342228234531,0.206397173006374,0.27833845197438
24.5898766364902,32.8298493450364,2.78660903097345,0.138726843619146,0.13255101916022,0.304492298128227
23.7898766364902,32.2144647296518,2.47891672328115,0.134111459003761,0.0587048653140665,0.330646144282073
22.9898766364902,31.5990801142672,2.17122441558884,0.129496074388377,0.0151412885320873,0.356799990435919
22.1898766364902,30.9836954988826,1.86353210789653,0.124880689772992,0.0889874423782411,0.382953836589765
21.3898766364902,30.368310883498,1.55583980020422,0.120265305157608,0.162833596224395,0.409107682743611
20.5898766364902,29.7529262681133,1.24814749251191,0.115649920542223,0.236679750070549,0.435261528897457
19.7898766364902,29.1375416527287,0.940455184819607,0.111034535926838,0.289474096083297,0.461415375051303
18.9898766364902,28.5221570373441,0.6327628771273,0.106419151311454,0.215627942237144,0.48756922120515
18.1898766364902,27.9067724219595,0.325070569434991,0.101803766696069,0.14178178839099,0.513723067358996
17.3898766364902,27.2913878065749,0.0173782617426971,0.0971883820806845,0.0679356345448358,0.539876913512842
16.5898766364902,26.6760031911903,0.290314045949623,0.0925729974652999,0.00591051930131793,0.566030759666688
15.7898766364902,26.0606185758057,0.598006353641933,0.0879576128499153,0.079756673147472,0.592184605820534
14.9898766364902,25.445233960421,0.905698661334239,0.0833422282345306,0.153602826993626,0.61833845197438
14.1898766364902,24.8298493450364,1.21339096902655,0.078726843619146,0.22744898083978,0.644492298128227
13.3898766364902,24.2144647296518,1.52108327671885,0.0741114590037614,0.298704865314067,0.670646144282073
12.5898766364902,23.5990801142672,1.82877558441116,0.0694960743883768,0.224858711467913,0.696799990435919
11.7898766364902,22.9836954988826,2.13646789210347,0.0648806897729922,0.151012557621759,0.722953836589765
10.9898766364902,22.368310883498,2.44416019979578,0.0602653051576076,0.0771664037756051,0.749107682743611
10.1898766364902,21.7529262681133,2.75185250748808,0.055649920542223,0.00332024992945149,0.775261528897457
9.38987663649023,21.1375416527287,3.05954481518039,0.0510345359268383,0.0705259039167027,0.801415375051304
8.58987663649023,20.5221570373441,3.3672371228727,0.0464191513114537,0.144372057762856,0.82756922120515
